name,dataset,nGen,Npos-Nneg/Ntotal,XS,weight,boosted_dataset,globalTag,IsData,generator,additionalSelection,isreHLT
WZ,/WZTo2L2Q_13TeV_amcatnloFXFX_madspin_pythia8/RunIISpring16MiniAODv1-PUSpring16_80X_mcRun2_asymptotic_2016_v3-v1/MINIAODSIM,25654593,0.600414815,44.9,0.0029149413,,80X_mcRun2_asymptotic_2016_v3,mc,Madgraph5_aMC@NLO,none,isreHLT
WZ,/WZTo2L2Q_13TeV_amcatnloFXFX_madspin_pythia8/RunIISpring16MiniAODv2-PUSpring16_80X_mcRun2_asymptotic_2016_miniAODv2_v0-v1/MINIAODSIM,25996157,0.5996290234,44.9,0.0028804116,,80X_mcRun2_asymptotic_2016_miniAODv2_v0,mc,Madgraph5_aMC@NLO,none,isreHLT
WZ,/WZTo3LNu_TuneCUETP8M1_13TeV-amcatnloFXFX-pythia8/RunIISpring16MiniAODv2-PUSpring16_80X_mcRun2_asymptotic_2016_miniAODv2_v0-v1/MINIAODSIM,11753553,0,44.9,0,,80X_mcRun2_asymptotic_2016_miniAODv2_v0,mc,Madgraph5_aMC@NLO,none,isreHLT
WZ,/WZTo3LNu_TuneCUETP8M1_13TeV-powheg-pythia8/RunIISpring16MiniAODv1-PUSpring16_80X_mcRun2_asymptotic_2016_v3-v1/MINIAODSIM,2000000,1,44.9,0.02245,,80X_mcRun2_asymptotic_2016_v3,mc,Powheg V2,none,isreHLT
WZ,/WZTo3LNu_TuneCUETP8M1_13TeV-powheg-pythia8/RunIISpring16MiniAODv2-PUSpring16_80X_mcRun2_asymptotic_2016_miniAODv2_v0-v1/MINIAODSIM,2000000,1,44.9,0.02245,,80X_mcRun2_asymptotic_2016_miniAODv2_v0,mc,Powheg V2,none,isreHLT
WZ,/WZTo3LNu_mllmin01_13TeV-powheg-pythia8/RunIISpring16MiniAODv2-PUSpring16_80X_mcRun2_asymptotic_2016_miniAODv2_v0-v1/MINIAODSIM,989340,1,44.9,0.0453837912,,80X_mcRun2_asymptotic_2016_miniAODv2_v0,mc,Powheg V2,none,isreHLT
WZ,/WZToLNu2QorQQ2L_aTGC_13TeV-madgraph-pythia8/RunIISpring16MiniAODv2-PUSpring16_80X_mcRun2_asymptotic_2016_miniAODv2_v0-v1/MINIAODSIM,1999600,1,44.9,0.0224544909,,80X_mcRun2_asymptotic_2016_miniAODv2_v0,mc,madgraph,none,isreHLT
WZ,/WZZ_TuneCUETP8M1_13TeV-amcatnlo-pythia8/RunIISpring16MiniAODv1-PUSpring16_80X_mcRun2_asymptotic_2016_v3-v1/MINIAODSIM,249800,0.8766453163,44.9,0.2050359384,,80X_mcRun2_asymptotic_2016_v3,mc,aMCatNLO,none,isreHLT
WZ,/WZZ_TuneCUETP8M1_13TeV-amcatnlo-pythia8/RunIISpring16MiniAODv2-PUSpring16_80X_mcRun2_asymptotic_2016_miniAODv2_v0-v1/MINIAODSIM,249800,0,44.9,0,,80X_mcRun2_asymptotic_2016_miniAODv2_v0,mc,aMCatNLO,none,isreHLT
WZ,/WZ_TuneCUETP8M1_13TeV-pythia8/RunIISpring16MiniAODv1-PUSpring16_80X_mcRun2_asymptotic_2016_v3-v1/MINIAODSIM,1000000,1,44.9,0.0449,,80X_mcRun2_asymptotic_2016_v3,mc,pythia8,none,isreHLT
WZ,/WZ_TuneCUETP8M1_13TeV-pythia8/RunIISpring16MiniAODv2-PUSpring16_80X_mcRun2_asymptotic_2016_miniAODv2_v0-v1/MINIAODSIM,1000000,1,44.9,0.0449,,80X_mcRun2_asymptotic_2016_miniAODv2_v0,mc,pythia8,none,isreHLT
,,,,,,,,,,,
ZZ,/ZZTo2L2Nu_13TeV_powheg_pythia8/RunIISpring16MiniAODv1-PUSpring16_80X_mcRun2_asymptotic_2016_v3-v1/MINIAODSIM,8968000,1,15.4,0.0017172168,,80X_mcRun2_asymptotic_2016_v3,mc,powheg ZZ,none,isreHLT
ZZ,/ZZTo2L2Nu_13TeV_powheg_pythia8/RunIISpring16MiniAODv2-PUSpring16_80X_mcRun2_asymptotic_2016_miniAODv2_v0-v1/MINIAODSIM,8968000,1,15.4,0.0017172168,,80X_mcRun2_asymptotic_2016_miniAODv2_v0,mc,powheg ZZ,none,isreHLT
ZZ,/ZZTo2L2Q_13TeV_amcatnloFXFX_madspin_pythia8/RunIISpring16MiniAODv1-PUSpring16_80X_mcRun2_asymptotic_2016_v3-v1/MINIAODSIM,15492017,0,15.4,0,,80X_mcRun2_asymptotic_2016_v3,mc,Madgraph5_aMC@NLO,none,isreHLT
ZZ,/ZZTo2L2Q_13TeV_amcatnloFXFX_madspin_pythia8/RunIISpring16MiniAODv2-PUSpring16_80X_mcRun2_asymptotic_2016_miniAODv2_v0-v1/MINIAODSIM,15498581,0.6339677892,15.4,0.0015673341,,80X_mcRun2_asymptotic_2016_miniAODv2_v0,mc,Madgraph5_aMC@NLO,none,isreHLT
ZZ,/ZZTo2Q2Nu_13TeV_amcatnloFXFX_madspin_pythia8/RunIISpring16MiniAODv1-PUSpring16_80X_mcRun2_asymptotic_2016_v3-v1/MINIAODSIM,30755844,0,15.4,0,,80X_mcRun2_asymptotic_2016_v3,mc,Madgraph5_aMC@NLO,none,isreHLT
ZZ,/ZZTo2Q2Nu_13TeV_amcatnloFXFX_madspin_pythia8/RunIISpring16MiniAODv2-PUSpring16_80X_mcRun2_asymptotic_2016_miniAODv2_v0-v1/MINIAODSIM,30867956,0,15.4,0,,80X_mcRun2_asymptotic_2016_miniAODv2_v0,mc,Madgraph5_aMC@NLO,none,isreHLT
ZZ,/ZZTo4L_13TeV-amcatnloFXFX-pythia8/RunIISpring16MiniAODv2-PUSpring16RAWAODSIM_reHLT_80X_mcRun2_asymptotic_v14-v1/MINIAODSIM,10348531,0,15.4,0,,look at me again,mc,amcatnlo,none,isreHLT
ZZ,/ZZTo4L_13TeV_powheg_pythia8/RunIISpring16MiniAODv1-PUSpring16_80X_mcRun2_asymptotic_2016_v3-v1/MINIAODSIM,6617344,1,15.4,0.0023272177,,80X_mcRun2_asymptotic_2016_v3,mc,powheg ZZ,none,isreHLT
ZZ,/ZZTo4L_13TeV_powheg_pythia8/RunIISpring16MiniAODv2-PUSpring16_80X_mcRun2_asymptotic_2016_miniAODv2_v0-v1/MINIAODSIM,6638328,1,15.4,0.0023198613,,80X_mcRun2_asymptotic_2016_miniAODv2_v0,mc,powheg ZZ,none,isreHLT
ZZ,/ZZTo4Q_13TeV_amcatnloFXFX_madspin_pythia8/RunIISpring16MiniAODv1-PUSpring16_80X_mcRun2_asymptotic_2016_v3-v1/MINIAODSIM,30725298,0,15.4,0,,80X_mcRun2_asymptotic_2016_v3,mc,Madgraph5_aMC@NLO,none,isreHLT
ZZ,/ZZTo4Q_13TeV_amcatnloFXFX_madspin_pythia8/RunIISpring16MiniAODv2-PUSpring16_80X_mcRun2_asymptotic_2016_miniAODv2_v0-v1/MINIAODSIM,29948451,0.6170730409,15.4,0.0008333161,,80X_mcRun2_asymptotic_2016_miniAODv2_v0,mc,Madgraph5_aMC@NLO,none,isreHLT
ZZ,/ZZZ_TuneCUETP8M1_13TeV-amcatnlo-pythia8/RunIISpring16MiniAODv1-PUSpring16_80X_mcRun2_asymptotic_2016_v3-v1/MINIAODSIM,250000,0.8582432432,15.4,0.0717745237,,look at me again,mc,aMCatNLO,none,isreHLT
ZZ,/ZZZ_TuneCUETP8M1_13TeV-amcatnlo-pythia8/RunIISpring16MiniAODv2-PUSpring16_80X_mcRun2_asymptotic_2016_miniAODv2_v0-v1/MINIAODSIM,250000,0.8554,15.4,0.0720130933,,80X_mcRun2_asymptotic_2016_miniAODv2_v0,mc,aMCatNLO,none,isreHLT
ZZ,/ZZ_TuneCUETP8M1_13TeV-pythia8/RunIISpring16MiniAODv1-PUSpring16_80X_mcRun2_asymptotic_2016_v3-v2/MINIAODSIM,989312,1,15.4,0.0155663734,,80X_mcRun2_asymptotic_2016_v3,mc,pythia8,none,isreHLT
ZZ,/ZZ_TuneCUETP8M1_13TeV-pythia8/RunIISpring16MiniAODv2-PUSpring16_80X_mcRun2_asymptotic_2016_miniAODv2_v0-v1/MINIAODSIM,989312,1,15.4,0.0155663734,,80X_mcRun2_asymptotic_2016_miniAODv2_v0,mc,pythia8,none,isreHLT
